"","Start_Date","mean","q10","q50","q90"
"232",2020-08-19,24734.4668472148,19897.9163862937,25259.1040911751,27425.8178560961
"233",2020-08-20,25782.4606363014,21470.5759387005,26045.7765759499,28761.0330361929
"234",2020-08-21,24351.0278487438,22636.5789907396,24204.1361530696,26856.3331680972
"235",2020-08-22,18247.7688183407,16586.7976195138,18250.1188174659,19641.4343642192
"236",2020-08-23,19209.0933581062,17389.1870629921,18926.2888392048,21146.0782312555
"237",2020-08-24,28267.0715966712,25114.9017991161,28522.8610985171,30767.6130417012
"238",2020-08-25,21924.6722308159,19706.2673871895,21804.9023521604,23818.59184432
"239",2020-08-26,25735.0013723134,24008.9891529411,25710.7711970802,27338.7778936631
"240",2020-08-27,25241.2945271323,23099.0303784595,25109.7947986432,27150.1991432279
"241",2020-08-28,23948.8882904109,18503.408115627,24226.5445763296,26434.009097163
"242",2020-08-29,17334.1244482106,11345.9904010243,18088.2139592966,19347.1404354631
"243",2020-08-30,18250.723494893,14000.0243376609,18446.4016419248,20487.6247267783
"244",2020-08-31,26096.0216522978,18024.8132073035,26736.1048088993,28348.4319339286
"245",2020-09-01,21485.7118690247,19618.0622905865,21639.3049695118,23231.0196589787
"246",2020-09-02,24846.7674299303,21770.2357992134,25206.6656330297,26285.8495257622
"247",2020-09-03,24978.0901691783,23200.7704519509,24935.668219268,26463.7037988563
"248",2020-09-04,23683.6414375846,21610.9572291261,23906.3890278074,25782.3183043866
"249",2020-09-05,18010.6592473162,16175.4649218767,17477.6827489189,20226.8730158232
"250",2020-09-06,18478.7160602178,15896.9082018229,18792.6768579809,20987.1365014286
"251",2020-09-07,27175.4297454704,23257.2097698399,27342.2571185142,30048.0131826761
"252",2020-09-08,21688.9053360701,17546.4682253935,21323.6006376751,24640.8787293325
"253",2020-09-09,24661.5817994325,18054.1347447973,24425.0954538657,28646.2359274642
"254",2020-09-10,25788.9092576674,22580.7987040423,26075.9003402892,27881.1707545274
"255",2020-09-11,23991.2501435614,22282.8899361956,23965.7462669292,25494.2204387695
"256",2020-09-12,18829.8417962687,17154.5626517011,19006.6549406782,19641.6131768049
"257",2020-09-13,18862.0246130915,12917.6739337943,18700.6643314255,21396.4725481996
"258",2020-09-14,27746.9209993039,25733.913451369,27525.8173643705,29825.5872969988
"259",2020-09-15,22516.6823104446,21034.444868259,22128.1344500081,24243.1488351501
"260",2020-09-16,25724.3552622711,24239.7437408757,25976.1127638184,26873.6991975593
"261",2020-09-17,25933.4534644562,23408.5224648601,26269.2148251088,27514.8153692813
"262",2020-09-18,24074.5113992018,16643.980470648,24753.3840169591,26162.6875081652
"263",2020-09-19,18146.4431498697,14015.7460751317,18388.7734675441,20369.3193680411
"264",2020-09-20,19000.1257216221,16318.5411739929,19064.3121788339,20890.5561348053
"265",2020-09-21,27033.447045549,24081.1137758327,27209.3296326296,29477.7868484693
"266",2020-09-22,21448.2027564954,13725.1997742773,21674.4687703184,24703.7990413571
"267",2020-09-23,24494.8871329283,16018.5597202989,25233.7235652018,27462.4487808849
"268",2020-09-24,25707.403498955,23563.206047892,25585.8629334373,27849.0761592831
"269",2020-09-25,23775.8493321338,17537.3366900337,24800.0782597257,26353.2258917034
"270",2020-09-26,17985.868656903,15137.1460816528,17742.4669851427,20300.5517916749
"271",2020-09-27,18225.322329736,16017.9256145991,18172.6733784642,20154.1253017791
"272",2020-09-28,26628.4453237173,24159.3275399946,26222.767176141,29659.1554079571
"273",2020-09-29,21457.6333847976,19231.0652094572,21568.0010908819,23132.8907474952
"274",2020-09-30,23237.0613272971,17956.5212098725,23664.7122837729,25259.676384902
"275",2020-10-01,25164.9271750104,21338.2182583874,25125.2180692954,28313.0541812506
"276",2020-10-02,23775.1723244498,21965.055587207,23848.2414111857,25355.302670572
"277",2020-10-03,17045.8901353875,9726.9775453849,17799.1948659965,19092.458278451
"278",2020-10-04,18394.0716682008,11702.0845048455,18484.5853676425,20953.5931993815
"279",2020-10-05,25952.0768015872,16762.3971319049,27695.4645234754,29353.5663542027
"280",2020-10-06,21105.183250798,18841.3171781908,20934.1213022428,23401.5668133761
"281",2020-10-07,23830.0353435865,21482.019180959,23590.4374122822,25928.2177252163
"282",2020-10-08,25533.4389074928,24149.5259901199,25482.1649135074,26842.9964305673
"283",2020-10-09,23253.5089382945,14439.2134638629,23498.4551009754,26485.7170057999
"284",2020-10-10,18002.2451684759,12882.7803115824,18798.174935222,20088.0973493126
"285",2020-10-11,18418.910256644,14963.0054284871,18895.9794050277,20685.589306312
"286",2020-10-12,27289.9522227844,24600.7335230397,27138.8285141853,29859.5907247182
"287",2020-10-13,21917.1033174624,20911.4058177461,21744.3694003867,22815.9155908814
"288",2020-10-14,24989.4432329708,23203.3641764758,24924.9112389905,26556.3607059509
"289",2020-10-15,25938.5520944429,24109.2573762534,25855.4808885554,28143.285162274
"290",2020-10-16,24085.4747815451,22444.8625150643,23939.1155132346,25787.3018904037
"291",2020-10-17,18776.7893061158,16370.2339905731,18903.1025873865,19862.2011948613
"292",2020-10-18,18810.6138925967,17129.4926215988,18823.9810828313,20127.8466968414
"293",2020-10-19,26699.1877271219,23312.1457311534,26779.9205517323,29066.4538247801
"294",2020-10-20,21343.8243732306,19282.417628148,21255.9147526386,23069.4056263727
"295",2020-10-21,24402.5592041565,22801.2459800882,23878.017917187,26654.7415156529
"296",2020-10-22,25834.2000397497,23442.4637360266,25957.9583518497,27630.893519255
"297",2020-10-23,25094.4130593015,23290.4202687101,25355.7261268061,26670.3994052381
"298",2020-10-24,18909.3290137858,17012.0538720385,18987.3921606204,20336.5434602627
"299",2020-10-25,18328.1234820592,13006.1710978871,18758.0049964688,20561.9620766
"300",2020-10-26,27849.2064398902,26505.5462023378,27627.3344581167,29552.191136274
"301",2020-10-27,22684.5480852809,20251.986158707,22727.576914296,24421.9948284949
"302",2020-10-28,25428.5835712283,22544.4720162592,25964.4618247623,27351.3353541553
"303",2020-10-29,26354.3824464563,24470.9819631243,25508.4409308499,29080.577106035
"304",2020-10-30,24391.0200081711,22775.4249520892,24624.864942017,25956.5089317894
"305",2020-10-31,18573.7988112845,16471.9240189371,18422.9122202263,21134.52695135
"306",2020-11-01,18715.7604640876,16723.252173239,18514.8232179339,20192.9851349142
"307",2020-11-02,27474.7508051866,23224.0757100633,28165.6840384466,29168.7228730888
"308",2020-11-03,22022.4998554827,18311.2499412951,22353.5132044805,24002.2801794718
"309",2020-11-04,24183.404981674,14477.5540409882,25672.6257530987,26739.7983613162
"310",2020-11-05,25401.5345896884,19738.2517431047,25587.0472682363,28700.7503171565
"311",2020-11-06,25383.5049407418,19715.986226942,25024.0151734637,29248.8084726997
"312",2020-11-07,19481.9578017851,16348.4148867063,19234.7496624375,23043.407883333
"313",2020-11-08,19534.3370605328,17056.8980850042,19267.0154260337,22318.6360131993
"314",2020-11-09,28261.6966470273,25250.197608372,27486.2754304382,32322.4950082092
"315",2020-11-10,22757.1650107271,19873.2245009894,22907.0994282713,25072.1988082177
"316",2020-11-11,24825.8935255957,22246.1990911103,25103.8777036158,26887.1960635131
"317",2020-11-12,25414.4243297227,23051.8621911562,25369.4222752293,27826.7768437696
"318",2020-11-13,24021.2786645038,22159.1678778317,23672.3319121924,25273.0451764269
"319",2020-11-14,18860.0208492636,17166.9594192719,19012.7818665313,20239.1404495287
"320",2020-11-15,18790.9629551314,16998.4998460304,18458.9214270294,20876.5341817732
"321",2020-11-16,27247.7344446593,25060.8621826862,27231.7888146157,29841.1130731866
"322",2020-11-17,21176.2513627569,18580.2766217555,21112.8089415901,23688.4917293119
"323",2020-11-18,25204.3171182753,22205.4072118397,25509.5082258131,27064.2836700066
"324",2020-11-19,25698.1017769113,23990.7555570019,25506.8860061038,27307.2284386122
"325",2020-11-20,24285.1731773673,21174.4515604754,23905.7390017168,26840.770669972
"326",2020-11-21,18184.151389004,16628.9968310841,18209.917986456,19851.0419221347
"327",2020-11-22,18800.1908931735,17147.7042117251,18552.3812752866,20699.4887269279
"328",2020-11-23,27744.6284891625,25778.1754552969,27963.8089651883,29226.4061858279
"329",2020-11-24,22577.5409566294,21389.1397916155,22319.6465831902,24023.0303644251
"330",2020-11-25,24533.6016176396,17610.8726826446,24884.9553112916,28216.58568094
"331",2020-11-26,26208.2556210726,22920.8836192194,26314.834833551,28427.1737570781
"332",2020-11-27,24570.1238452426,21842.3709714288,24320.6001076245,26629.9657751175
"333",2020-11-28,19030.4927584854,17093.228967815,18616.8879371178,21430.4003052276
